genome,threshold,cluster_method,comparison_algorithm,primary_cluster,original_secondary_cluster,secondary_cluster
SRR17643958_bin.42.fa,0.05000000000000005,average,fastANI,1056,1056_2,1056_2
SRR17643968_bin.30.fa,0.05000000000000005,average,fastANI,1056,1056_2,1056_2
ERR7738597_bin.37.fa,0.05000000000000005,average,fastANI,1056,1056_3,1056_3
SRR1761692_bin.23.fa,0.05000000000000005,average,fastANI,1056,1056_4,1056_4
SRR1761685_bin.11.fa,0.05000000000000005,average,fastANI,1057,1057_0,1057_0
SRR17643478_bin.5.fa,0.05000000000000005,average,fastANI,1058,1058_0,1058_0
ERR7738514_bin.85.fa,0.05000000000000005,average,fastANI,1059,1059_1,1059_1
ERR7738547_bin.15.fa,0.05000000000000005,average,fastANI,1059,1059_1,1059_1
ERR7738558_bin.108.fa,0.05000000000000005,average,fastANI,1059,1059_1,1059_1
ERR7738185_bin.5.fa,0.05000000000000005,average,fastANI,1060,1060_1,1060_1
ERR7738608_bin.61.fa,0.05000000000000005,average,fastANI,1060,1060_1,1060_1
ERR7738624_bin.80.fa,0.05000000000000005,average,fastANI,1060,1060_1,1060_1
ERR7738558_bin.11.fa,0.05000000000000005,average,fastANI,1060,1060_2,1060_2
ERR7738611_bin.10.fa,0.05000000000000005,average,fastANI,1060,1060_2,1060_2
ERR7738612_bin.38.fa,0.05000000000000005,average,fastANI,1060,1060_2,1060_2
ERR7738143_bin.22.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7738158_bin.86.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7738185_bin.18.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7738604_bin.45.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7738608_bin.97.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7738611_bin.103.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7738612_bin.12.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7738630_bin.31.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7745402_bin.11.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7745819_bin.71.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR7746398_bin.23.fa,0.05000000000000005,average,fastANI,1061,1061_1,1061_1.2
ERR11604939_bin.11.fa,0.05000000000000005,average,fastANI,1061,1061_2,1061_1.2
ERR11604941_bin.13.fa,0.05000000000000005,average,fastANI,1061,1061_2,1061_1.2
SRR17643968_bin.42.fa,0.05000000000000005,average,fastANI,1062,1062_0,1062_0
ERR7738594_bin.136.fa,0.05000000000000005,average,fastANI,1063,1063_1,1063_1
ERR7738630_bin.104.fa,0.05000000000000005,average,fastANI,1063,1063_1,1063_1
ERR7738580_bin.26.fa,0.05000000000000005,average,fastANI,1064,1064_0,1064_0
ERR7738166_bin.75.fa,0.05000000000000005,average,fastANI,1065,1065_1,1065_1
ERR7738608_bin.80.fa,0.05000000000000005,average,fastANI,1065,1065_1,1065_1
ERR7738612_bin.62.fa,0.05000000000000005,average,fastANI,1065,1065_1,1065_1
ERR7738166_bin.12.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738215_bin.43.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738253_bin.91.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738277_bin.13.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738580_bin.56.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738594_bin.37.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738608_bin.135.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738611_bin.64.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738612_bin.30.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738622_bin.40.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738629_bin.70.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7738630_bin.66.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7745402_bin.46.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR7745819_bin.80.fa,0.05000000000000005,average,fastANI,1066,1066_1,1066_1
ERR11604942_bin.3.fa,0.05000000000000005,average,fastANI,1066,1066_2,1066_2
ERR7738353_bin.19.fa,0.05000000000000005,average,fastANI,1066,1066_2,1066_2
ERR7738938_bin.93.fa,0.05000000000000005,average,fastANI,1066,1066_3,1066_3
ERR7738620_bin.72.fa,0.05000000000000005,average,fastANI,1067,1067_0,1067_0
ERR7738937_bin.41.fa,0.05000000000000005,average,fastANI,1068,1068_0,1068_0
ERR7738185_bin.36.fa,0.05000000000000005,average,fastANI,1069,1069_1,1069_1
ERR7738608_bin.142.fa,0.05000000000000005,average,fastANI,1069,1069_1,1069_1
ERR7738622_bin.156.fa,0.05000000000000005,average,fastANI,1069,1069_2,1069_2
ERR11604932_bin.4.fa,0.05000000000000005,average,fastANI,1070,1070_1,1070_1
ERR7738215_bin.93.fa,0.05000000000000005,average,fastANI,1070,1070_1,1070_1
ERR7738253_bin.64.fa,0.05000000000000005,average,fastANI,1071,1071_1,1071_1
ERR7738537_bin.89.fa,0.05000000000000005,average,fastANI,1071,1071_1,1071_1
ERR7738611_bin.73.fa,0.05000000000000005,average,fastANI,1071,1071_1,1071_1
ERR7738630_bin.164.fa,0.05000000000000005,average,fastANI,1072,1072_1,1072_1
ERR7745787_bin.56.fa,0.05000000000000005,average,fastANI,1072,1072_1,1072_1
ERR7738616_bin.4.fa,0.05000000000000005,average,fastANI,1073,1073_0,1073_0
ERR7738143_bin.36.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738158_bin.6.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738185_bin.55.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738276_bin.19.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738514_bin.104.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738546_bin.65.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738549_bin.6.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738558_bin.34.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738578_bin.21.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738611_bin.87.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738620_bin.82.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738622_bin.41.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7738937_bin.53.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7745787_bin.113.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7745819_bin.4.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
ERR7746398_bin.55.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR1761677_bin.22.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR1761682_bin.1.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR1761688_bin.7.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR1761689_bin.14.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR1761690_bin.9.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR1761693_bin.9.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR1761696_bin.13.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643474_bin.31.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643478_bin.10.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643507_bin.18.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643657_bin.4.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643804_bin.8.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643916_bin.14.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643919_bin.6.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643933_bin.4.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643938_bin.21.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643958_bin.11.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643968_bin.6.fa,0.05000000000000005,average,fastANI,1074,1074_1,1074_1.2
SRR17643458_bin.1.fa,0.05000000000000005,average,fastANI,1074,1074_2,1074_1.2
SRR17643792_bin.14.fa,0.05000000000000005,average,fastANI,1074,1074_2,1074_1.2
ERR11604930_bin.17.fa,0.05000000000000005,average,fastANI,1074,1074_3,1074_3
ERR11604937_bin.11.fa,0.05000000000000005,average,fastANI,1075,1075_1,1075_1
ERR7738182_bin.37.fa,0.05000000000000005,average,fastANI,1075,1075_1,1075_1
ERR7738537_bin.25.fa,0.05000000000000005,average,fastANI,1075,1075_1,1075_1
ERR7738629_bin.1.fa,0.05000000000000005,average,fastANI,1075,1075_1,1075_1
ERR7738630_bin.53.fa,0.05000000000000005,average,fastANI,1075,1075_1,1075_1
ERR7746440_bin.21.fa,0.05000000000000005,average,fastANI,1075,1075_1,1075_1
ERR7738353_bin.63.fa,0.05000000000000005,average,fastANI,1075,1075_2,1075_2
ERR7738580_bin.116.fa,0.05000000000000005,average,fastANI,1075,1075_3,1075_3
ERR7738938_bin.26.fa,0.05000000000000005,average,fastANI,1075,1075_4,1075_4
ERR7738553_bin.39.fa,0.05000000000000005,average,fastANI,1075,1075_5,1075_5
ERR7738166_bin.83.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7738515_bin.34.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7738547_bin.24.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7738549_bin.9.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7738578_bin.13.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7738594_bin.30.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7738611_bin.107.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7745402_bin.83.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7745819_bin.49.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
SRR17643924_bin.15.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
SRR17643968_bin.3.fa,0.05000000000000005,average,fastANI,1076,1076_1,1076_1
ERR7738166_bin.117.fa,0.05000000000000005,average,fastANI,1077,1077_1,1077_1
ERR7738616_bin.54.fa,0.05000000000000005,average,fastANI,1077,1077_1,1077_1
ERR7738624_bin.28.fa,0.05000000000000005,average,fastANI,1077,1077_1,1077_1
ERR7746440_bin.29.fa,0.05000000000000005,average,fastANI,1077,1077_1,1077_1
SRR1761720_bin.14.fa,0.05000000000000005,average,fastANI,1077,1077_1,1077_1
ERR7738277_bin.46.fa,0.05000000000000005,average,fastANI,1078,1078_1,1078_1
ERR7738545_bin.59.fa,0.05000000000000005,average,fastANI,1078,1078_1,1078_1
ERR7738196_bin.24.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
ERR7738537_bin.50.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
ERR7738549_bin.42.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
ERR7738612_bin.24.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
ERR7738622_bin.113.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
ERR7738624_bin.185.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
SRR17643474_bin.18.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
SRR17643504_bin.10.fa,0.05000000000000005,average,fastANI,1079,1079_1,1079_1
SRR17643520_bin.18.fa,0.05000000000000005,average,fastANI,1080,1080_1,1080_1.2
SRR17643521_bin.8.fa,0.05000000000000005,average,fastANI,1080,1080_1,1080_1.2
ERR11604933_bin.8.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738267_bin.6.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738276_bin.57.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738514_bin.11.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738546_bin.21.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738547_bin.13.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738549_bin.48.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738578_bin.50.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738620_bin.38.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738629_bin.37.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
ERR7738937_bin.79.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR1761677_bin.25.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR1761679_bin.30.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR1761680_bin.8.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR1761688_bin.21.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR1761691_bin.3.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643452_bin.23.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643458_bin.5.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643460_bin.19.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643462_bin.12.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643466_bin.7.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643482_bin.22.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643507_bin.7.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643523_bin.10.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643531_bin.18.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643657_bin.13.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643804_bin.2.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643916_bin.25.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643922_bin.18.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643933_bin.6.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17643958_bin.24.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR17644085_bin.16.fa,0.05000000000000005,average,fastANI,1080,1080_2,1080_1.2
SRR1761683_bin.8.fa,0.05000000000000005,average,fastANI,1081,1081_1,1081_1
SRR17643652_bin.19.fa,0.05000000000000005,average,fastANI,1081,1081_1,1081_1
ERR7746398_bin.48.fa,0.05000000000000005,average,fastANI,1081,1081_2,1081_2
ERR7738558_bin.73.fa,0.05000000000000005,average,fastANI,1082,1082_1,1082_1
ERR7738629_bin.12.fa,0.05000000000000005,average,fastANI,1082,1082_1,1082_1
ERR7745831_bin.12.fa,0.05000000000000005,average,fastANI,1082,1082_1,1082_1
ERR7738143_bin.16.fa,0.05000000000000005,average,fastANI,1083,1083_1,1083_1
ERR7738196_bin.45.fa,0.05000000000000005,average,fastANI,1083,1083_1,1083_1
ERR7738611_bin.38.fa,0.05000000000000005,average,fastANI,1083,1083_1,1083_1
ERR7738629_bin.60.fa,0.05000000000000005,average,fastANI,1083,1083_1,1083_1
ERR7738624_bin.32.fa,0.05000000000000005,average,fastANI,1084,1084_1,1084_1
SRR17643968_bin.7.fa,0.05000000000000005,average,fastANI,1084,1084_1,1084_1
ERR7738514_bin.58.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738515_bin.23.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738546_bin.38.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738562_bin.19.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738578_bin.64.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738597_bin.12.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738604_bin.16.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738937_bin.75.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7745836_bin.35.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR1761680_bin.22.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR1761688_bin.6.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR1761694_bin.7.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR1761701_bin.15.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR17643452_bin.14.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR17643467_bin.2.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR17643478_bin.20.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR17643479_bin.23.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR17643482_bin.31.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR17643652_bin.10.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
SRR17643792_bin.4.fa,0.05000000000000005,average,fastANI,1085,1085_1,1085_1
ERR7738166_bin.10.fa,0.05000000000000005,average,fastANI,1085,1085_2,1085_2
ERR7738514_bin.10.fa,0.05000000000000005,average,fastANI,1085,1085_2,1085_2
ERR7738547_bin.42.fa,0.05000000000000005,average,fastANI,1085,1085_2,1085_2
ERR7738578_bin.58.fa,0.05000000000000005,average,fastANI,1085,1085_2,1085_2
SRR17643919_bin.7.fa,0.05000000000000005,average,fastANI,1085,1085_3,1085_3
ERR7738182_bin.1.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7738185_bin.58.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7738514_bin.90.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7738546_bin.69.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7738549_bin.37.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7738578_bin.88.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7738580_bin.82.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7738611_bin.139.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR7745402_bin.33.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
SRR17643968_bin.38.fa,0.05000000000000005,average,fastANI,1086,1086_1,1086_1
ERR11604938_bin.2.fa,0.05000000000000005,average,fastANI,1087,1087_1,1087_1
ERR7738185_bin.35.fa,0.05000000000000005,average,fastANI,1087,1087_1,1087_1
ERR7738630_bin.100.fa,0.05000000000000005,average,fastANI,1087,1087_1,1087_1
SRR1761702_bin.4.fa,0.05000000000000005,average,fastANI,1087,1087_1,1087_1
SRR1761720_bin.18.fa,0.05000000000000005,average,fastANI,1087,1087_1,1087_1
SRR1761721_bin.14.fa,0.05000000000000005,average,fastANI,1087,1087_1,1087_1
ERR7745819_bin.16.fa,0.05000000000000005,average,fastANI,1088,1088_1,1088_1
SRR1761715_bin.13.fa,0.05000000000000005,average,fastANI,1088,1088_1,1088_1
ERR7738514_bin.12.fa,0.05000000000000005,average,fastANI,1089,1089_1,1089_1
SRR1761689_bin.17.fa,0.05000000000000005,average,fastANI,1089,1089_1,1089_1
SRR1761706_bin.9.fa,0.05000000000000005,average,fastANI,1089,1089_1,1089_1
SRR17643458_bin.16.fa,0.05000000000000005,average,fastANI,1089,1089_1,1089_1
SRR17643531_bin.16.fa,0.05000000000000005,average,fastANI,1089,1089_1,1089_1
SRR17643919_bin.30.fa,0.05000000000000005,average,fastANI,1089,1089_1,1089_1
ERR7738537_bin.9.fa,0.05000000000000005,average,fastANI,1090,1090_1,1090_1
ERR7738616_bin.78.fa,0.05000000000000005,average,fastANI,1090,1090_1,1090_1
ERR7738276_bin.66.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
ERR7738549_bin.32.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761681_bin.3.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761682_bin.16.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761683_bin.15.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761686_bin.19.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761690_bin.7.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761691_bin.28.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761692_bin.6.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR1761696_bin.27.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643459_bin.13.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643462_bin.17.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643466_bin.2.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643478_bin.18.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643506_bin.13.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643507_bin.14.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643508_bin.1.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643523_bin.20.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643531_bin.20.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643792_bin.21.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643916_bin.26.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643922_bin.16.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643927_bin.12.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643933_bin.15.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
SRR17643958_bin.30.fa,0.05000000000000005,average,fastANI,1091,1091_1,1091_1
ERR7738158_bin.93.fa,0.05000000000000005,average,fastANI,1092,1092_1,1092_1
ERR7738537_bin.34.fa,0.05000000000000005,average,fastANI,1092,1092_1,1092_1
ERR7738604_bin.138.fa,0.05000000000000005,average,fastANI,1092,1092_1,1092_1
ERR7738630_bin.112.fa,0.05000000000000005,average,fastANI,1092,1092_1,1092_1
ERR7746398_bin.85.fa,0.05000000000000005,average,fastANI,1092,1092_1,1092_1
ERR7738616_bin.90.fa,0.05000000000000005,average,fastANI,1092,1092_2,1092_2
ERR7738547_bin.57.fa,0.05000000000000005,average,fastANI,1093,1093_1,1093_1
ERR7738616_bin.5.fa,0.05000000000000005,average,fastANI,1093,1093_1,1093_1
SRR1761681_bin.7.fa,0.05000000000000005,average,fastANI,1093,1093_1,1093_1
SRR1761690_bin.5.fa,0.05000000000000005,average,fastANI,1093,1093_1,1093_1
SRR17643460_bin.10.fa,0.05000000000000005,average,fastANI,1093,1093_1,1093_1
SRR17643467_bin.18.fa,0.05000000000000005,average,fastANI,1093,1093_1,1093_1
SRR17643657_bin.7.fa,0.05000000000000005,average,fastANI,1093,1093_1,1093_1
ERR7738580_bin.73.fa,0.05000000000000005,average,fastANI,1094,1094_0,1094_0
ERR7738515_bin.27.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
ERR7738562_bin.17.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR1761680_bin.23.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR1761683_bin.11.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR1761695_bin.24.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643456_bin.7.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643460_bin.5.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643482_bin.29.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643506_bin.22.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643518_bin.14.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643523_bin.14.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643657_bin.19.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
SRR17643922_bin.2.fa,0.05000000000000005,average,fastANI,1095,1095_1,1095_1
ERR7738514_bin.107.fa,0.05000000000000005,average,fastANI,1095,1095_2,1095_2
SRR17643462_bin.29.fa,0.05000000000000005,average,fastANI,1095,1095_3,1095_3
ERR7738276_bin.24.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
ERR7738515_bin.35.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
ERR7738547_bin.69.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
ERR7738620_bin.73.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
ERR7738937_bin.51.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR1761678_bin.19.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR1761690_bin.20.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR1761691_bin.15.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR1761694_bin.5.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR1761706_bin.20.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR17643462_bin.19.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR17643478_bin.16.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR17643507_bin.15.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR17643508_bin.26.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR17643531_bin.17.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR17643652_bin.15.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
SRR17643916_bin.19.fa,0.05000000000000005,average,fastANI,1096,1096_1,1096_1
ERR7738353_bin.30.fa,0.05000000000000005,average,fastANI,1096,1096_2,1096_2
SRR1761721_bin.20.fa,0.05000000000000005,average,fastANI,1096,1096_3,1096_3
ERR11604937_bin.5.fa,0.05000000000000005,average,fastANI,1096,1096_4,1096_4
SRR1761708_bin.11.fa,0.05000000000000005,average,fastANI,1096,1096_5,1096_5
SRR1761713_bin.17.fa,0.05000000000000005,average,fastANI,1097,1097_0,1097_0
SRR1761676_bin.10.fa,0.05000000000000005,average,fastANI,1098,1098_0,1098_0
ERR7738553_bin.18.fa,0.05000000000000005,average,fastANI,1099,1099_1,1099_1
